rxcui	drugbank
2623121	DB17280
2623272	DB17134
2623285	DB17129
2623287	DB17291
2623439	DB16874
2623440	DB16891
2623441	DB17139
2623443	DB17155
2623450	DB17115
2623454	DB17143
2623455	DB17145
2623456	DB17157
2623456	DB19185
2623457	DB17180
2623459	DB17187
2623460	DB17195
2623461	DB17196
2623464	DB17220
2623465	DB17228
2623466	DB17244
2623468	DB17267
2623641	DB16267
2623841	DB05485
2623842	DB05827
2623843	DB11764
2623844	DB12006
2623845	DB12006
2623846	DB12060
2623847	DB12088
2623848	DB12101
2623971	DB12109
2623972	DB12254
2623979	DB12476
2623980	DB12638
2623981	DB12707
2623982	DB12812
2623983	DB12986
2623984	DB13103
2623985	DB14017
2623986	DB14765
2623987	DB14807
2623989	DB15008
2623990	DB15191
2623991	DB15215
2623992	DB15227
2623993	DB15265
2623994	DB15567
2623996	DB16030
2623997	DB16057
2624741	DB15595
2625122	DB15434
2625125	DB15434
2625314	DB12570
2625318	DB17307
2625319	DB17311
2625320	DB17312
2625323	DB17315
2625324	DB17316
2625325	DB17317
2625326	DB17318
2625327	DB17319
2625328	DB17320
2625330	DB17323
2625331	DB17325
2625332	DB17326
2625335	DB17329
2625336	DB17330
2625337	DB17331
2625338	DB17332
2625339	DB17333
2625341	DB17336
2625342	DB17337
2625344	DB17339
2625345	DB17340
2625349	DB17345
2625350	DB18721
2625351	DB17347
2625353	DB17350
2625359	DB17356
2625360	DB17357
2625362	DB17360
2625363	DB17361
2625365	DB17363
2625366	DB17364
2625367	DB17365
2625368	DB17366
2625369	DB17367
2625371	DB17369
2625372	DB17370
2625373	DB17371
2625374	DB17372
2625375	DB17373
2625376	DB17374
2625378	DB17377
2625379	DB17378
2625382	DB17383
2625383	DB17384
2625384	DB17385
2625530	DB17319
2625651	DB15673
2625882	DB15568
2625925	DB17315
2625958	DB17327
2626043	DB05550
2626045	DB15032
2626046	DB12489
2626047	DB15415
2626048	DB17208
2626143	DB14580
2626219	DB17386
2626349	DB11850
2626459	DB16736
2626460	DB16736
2626470	DB16709
2626471	DB16709
2626722	DB17449
2626723	DB17449
2626724	DB17743
2626727	DB16791
2626925	DB17381
2627044	DB12236
2627648	DB00112
2628190	DB15149
2628210	DB11682
2628469	DB06374
2629194	DB06359
2629195	DB06628
2629196	DB14926
2629199	DB16059
2629200	DB16458
2629201	DB16481
2629203	DB17391
2629204	DB17392
2629205	DB17393
2629206	DB17394
2629208	DB17396
2629209	DB17397
2629210	DB17398
2629211	DB17399
2629215	DB17403
2629216	DB17404
2629218	DB17406
2629219	DB17407
2629220	DB17408
2629223	DB17411
2629225	DB17414
2629226	DB17415
2629227	DB17416
2629228	DB17417
2629230	DB17420
2629231	DB17421
2629232	DB17422
2629233	DB17423
2629234	DB17424
2629237	DB17427
2629238	DB17429
2629239	DB17430
2629240	DB17431
2629245	DB17436
2629247	DB17438
2629249	DB17442
2629250	DB17443
2629253	DB17446
2629256	DB17451
2629257	DB17452
2629258	DB17453
2629259	DB17454
2629260	DB17455
2629261	DB17457
2629264	DB17460
2629265	DB17461
2629266	DB17462
2629267	DB17463
2629268	DB17464
2629269	DB17465
2629270	DB17466
2629271	DB17467
2629272	DB17468
2629273	DB17469
2629275	DB17471
2629277	DB17473
2629278	DB17474
2629279	DB17476
2629280	DB17478
2629281	DB17479
2629282	DB17480
2629283	DB17481
2629284	DB17482
2629285	DB17483
2629286	DB17484
2629287	DB17485
2629288	DB17486
2629289	DB17487
2629290	DB17488
2629291	DB17489
2629292	DB17490
2629293	DB17491
2629294	DB17492
2629295	DB17494
2629296	DB17495
2629297	DB17496
2629298	DB17497
2629299	DB17498
2629300	DB17499
2629301	DB17500
2629302	DB17501
2629303	DB17502
2629304	DB17469
2629305	DB17495
2629338	DB17472
2629675	DB16481
2629676	DB14786
2629677	DB17227
2629679	DB17308
2629680	DB16187
2629681	DB17467
2629728	DB17404
2629729	DB17443
2629730	DB17415
2629731	DB17501
2629732	DB17438
2629733	DB17399
2629734	DB17486
2629735	DB17490
2629736	DB17406
2629739	DB17461
2629740	DB17459
2629811	DB12561
2629812	DB17327
2629813	DB17327
2629814	DB05097
2629816	DB14852
2630008	DB16128
2630166	DB17094
2630221	DB17751
2630535	DB12548
2630724	DB12374
2630725	DB12374
2630736	DB17233
2631078	DB17253
2631079	DB16322
2631081	DB16281
2631083	DB16662
2631084	DB16662
2631097	DB16692
2631098	DB16225
2631134	DB17211
2631135	DB17291
2631573	DB16684
2631707	DB16092
2631708	DB16448
2631709	DB17082
2631710	DB17503
2631712	DB17506
2631713	DB17507
2631714	DB17509
2631715	DB17510
2631716	DB17511
2631717	DB17512
2631718	DB17513
2631719	DB17514
2631720	DB17515
2631721	DB17516
2631722	DB17517
2631723	DB17518
2631724	DB17519
2631726	DB17522
2631727	DB17523
2631728	DB17524
2631729	DB17525
2631730	DB17526
2631731	DB17527
2631732	DB17528
2631733	DB17529
2631734	DB17530
2631735	DB17531
2631736	DB17533
2631737	DB17534
2631738	DB17535
2631739	DB17536
2631740	DB17539
2631741	DB17540
2631742	DB17541
2631743	DB17542
2631744	DB17544
2631745	DB17545
2631746	DB17546
2631747	DB17547
2631748	DB17548
2631749	DB17549
2631750	DB17550
2631751	DB17552
2631752	DB17553
2631753	DB17554
2631754	DB17555
2631755	DB17556
2631756	DB17557
2631757	DB17559
2631758	DB17560
2631759	DB17561
2631760	DB17562
2631761	DB17563
2631762	DB17565
2631763	DB17567
2631764	DB17568
2631765	DB17569
2631766	DB17570
2631767	DB17571
2631768	DB17572
2631769	DB17573
2631770	DB19328
2631771	DB17575
2631772	DB17576
2631773	DB17577
2631774	DB17580
2631775	DB17581
2631776	DB17582
2631777	DB17583
2631778	DB17584
2631779	DB17586
2631780	DB17587
2631781	DB17588
2631841	DB17522
2631842	DB17516
2631844	DB17507
2631845	DB17577
2631846	DB17577
2631847	DB17521
2631848	DB17573
2631849	DB17582
2631850	DB17508
2631851	DB17514
2631852	DB17505
2631853	DB17510
2631854	DB17515
2631855	DB17515
2631856	DB17517
2631857	DB17525
2631858	DB17542
2631859	DB17543
2631860	DB17552
2631861	DB17552
2631931	DB12513
2631972	DB17556
2631973	DB17559
2631974	DB17561
2631975	DB17571
2631976	DB17572
2631977	DB17578
2631978	DB17578
2631979	DB12981
2631980	DB15018
2631982	DB17515
2631983	DB17564
2631999	DB16258
2632068	DB21762
2632070	DB10483
2632125	DB06427
2632248	DB14481
2632852	DB06045
2632980	DB15766
2632981	DB15766
2633005	DB16217
2633843	DB17396
2633993	DB17590
2633994	DB15982
2633995	DB15766
2634249	DB17403
2634355	DB06451
2634454	DB05116
2634995	DB14782
2636182	DB17597
2636183	DB17598
2636185	DB17600
2636186	DB17601
2636187	DB17603
2636188	DB17604
2636189	DB17606
2636190	DB17607
2636193	DB17611
2636195	DB17617
2636196	DB17618
2636199	DB17622
2636200	DB17623
2636201	DB18997
2636202	DB17626
2636204	DB17628
2636205	DB17629
2636206	DB17630
2636210	DB17634
2636215	DB17639
2636216	DB17642
2636218	DB17644
2636221	DB17647
2636224	DB17650
2636225	DB17651
2636228	DB17654
2636229	DB17655
2636230	DB17656
2636231	DB17657
2636232	DB17658
2636234	DB17660
2636235	DB17661
2636236	DB17662
2636237	DB17663
2636239	DB17665
2636240	DB17666
2636241	DB17667
2636242	DB17668
2636243	DB17669
2636244	DB17670
2636245	DB17671
2636246	DB17672
2636248	DB17674
2636250	DB17677
2636256	DB17683
2636257	DB17684
2636264	DB17692
2636265	DB17695
2636266	DB17696
2636267	DB17697
2636268	DB17698
2636271	DB17701
2636274	DB17704
2636275	DB17706
2636276	DB17707
2636277	DB17708
2636280	DB17711
2636284	DB17715
2636287	DB17722
2636288	DB17723
2636289	DB17724
2636290	DB17726
2636291	DB17727
2636292	DB17728
2636294	DB17730
2636295	DB16066
2636296	DB16188
2636297	DB16193
2636298	DB16496
2636299	DB16498
2636302	DB17594
2636303	DB17595
2636304	DB17596
2636510	DB17594
2636512	DB16496
2636516	DB17662
2636517	DB17641
2636518	DB17612
2636519	DB17706
2636536	DB17743
2636537	DB17743
2636549	DB17612
2636550	DB17612
2636551	DB17612
2636552	DB17677
2636588	DB17762
2636629	DB17634
2636634	DB17665
2636642	DB17628
2636643	DB17657
2636661	DB17622
2636662	DB17629
2636664	DB17670
2636666	DB17684
2636669	DB17717
2636670	DB17595
2636671	DB17596
2636674	DB00419
2636675	DB00419
2636676	DB05010
2636956	DB14780
2636957	DB14803
2636958	DB15129
2636959	DB15267
2636960	DB15401
2637060	DB16264
2637061	DB16333
2637062	DB16395
2637063	DB16396
2637064	DB16707
2637065	DB16784
2637134	DB15669
2637345	DB15067
2637354	DB17132
2637355	DB17132
2637392	DB16672
2637395	DB16672
2637446	DB14992
2637535	DB15642
2637547	DB17823
2637758	DB17831
2637946	DB17851
2637955	DB15688
2638675	DB12713
2638697	DB05953
2638699	DB15177
2638700	DB15239
2638701	DB15744
2638702	DB16067
2638707	DB17745
2638708	DB17746
2638711	DB17749
2638713	DB17755
2638717	DB17762
2638718	DB17763
2638719	DB17764
2638722	DB17768
2638723	DB17769
2638724	DB17770
2638728	DB17776
2638729	DB17777
2638730	DB17778
2638731	DB17780
2638732	DB17781
2638735	DB17784
2638739	DB17791
2638741	DB17794
2638742	DB17795
2638745	DB17801
2638750	DB17807
2638752	DB17809
2638755	DB17812
2638756	DB17814
2638757	DB17815
2638765	DB17840
2638767	DB05947
2638768	DB17826
2638769	DB17827
2638772	DB17830
2638773	DB17832
2638774	DB17835
2638780	DB17843
2638783	DB17847
2638784	DB17848
2638786	DB17850
2638787	DB17852
2638790	DB17855
2638794	DB17860
2638795	DB17862
2638797	DB17864
2638800	DB17867
2638802	DB17869
2638803	DB17870
2638806	DB17874
2638807	DB17875
2638809	DB17878
2638817	DB17890
2638818	DB17891
2639045	DB17855
2639046	DB17824
2639089	DB16704
2639105	DB09128
2639106	DB17851
2639139	DB17757
2639141	DB17771
2639147	DB17796
2639151	DB17814
2639153	DB05947
2639155	DB16310
2639166	DB16310
2639167	DB16310
2639171	DB17823
2639172	DB17851
2639200	DB17867
2639201	DB17850
2639202	DB17850
2639205	DB17870
2639206	DB17827
2639209	DB17781
2639213	DB00058
2639215	DB17845
2639216	DB17801
2639217	DB17737
2639219	DB17815
2639223	DB17833
2639224	DB17891
2639225	DB17891
2639228	DB17762
2639234	DB13077
2639235	DB11953
2639236	DB12397
2639237	DB17654
2639425	DB16878
2639426	DB15433
2639429	DB15248
2639430	DB13521
2639432	DB00058
2639434	DB15451
2639435	DB05186
2639436	DB15601
2639438	DB17630
2639620	DB16416
2639671	DB17726
2639672	DB17674
2639781	DB16371
2639782	DB16371
2639946	DB06205
2640402	DB00051
2641168	DB16297
2641169	DB16939
2641170	DB16984
2641171	DB17723
2641172	DB17895
2641176	DB17899
2641178	DB17901
2641180	DB17903
2641183	DB17906
2641184	DB17955
2641185	DB17908
2641186	DB17909
2641187	DB17910
2641191	DB17916
2641192	DB17917
2641194	DB17919
2641195	DB17920
2641196	DB17921
2641197	DB17922
2641198	DB17923
2641199	DB17925
2641200	DB17926
2641202	DB17928
2641205	DB17933
2641206	DB17934
2641208	DB17937
2641209	DB17940
2641210	DB17941
2641214	DB17945
2641215	DB17946
2641216	DB17947
2641217	DB17948
2641219	DB17950
2641221	DB17952
2641222	DB17953
2641223	DB17954
2641224	DB17955
2641225	DB17956
2641589	DB17916
2641590	DB17919
2641595	DB14924
2641610	DB15561
2641622	DB17994
2641622	DB17997
2641622	DB17998
2641642	DB00051
2641675	DB16802
2641822	DB12039
2641877	DB17996
2642054	DB17924
2642057	DB17899
2642058	DB17900
2642059	DB17900
2642060	DB15164
2642138	DB18713
2642139	DB18714
2642183	DB17723
2642186	DB17921
2642187	DB17948
2642208	DB02594
2642217	DB17961
2642274	DB14919
2642276	DB17995
2642401	DB16258
2642402	DB16258
2642632	DB17920
2642633	DB16939
2642634	DB16815
2642835	DB17900
2643048	DB12874
2643189	DB05344
2643190	DB17740
2644287	DB04914
2644289	DB06445
2644290	DB06552
2644291	DB11688
2644292	DB14833
2644293	DB15057
2644294	DB16030
2644295	DB16305
2644296	DB16891
2644297	DB16937
2644299	DB17345
2644303	DB17477
2644304	DB17594
2644306	DB17676
2644307	DB17695
2644308	DB17740
2644309	DB17788
2644312	DB17821
2644316	DB17931
2644319	DB17963
2644320	DB17964
2644323	DB17970
2644327	DB17974
2644328	DB17975
2644329	DB17976
2644330	DB17977
2644336	DB17986
2644338	DB17988
2644339	DB17989
2644339	DB18659
2644340	DB17990
2644424	DB17340
2644425	DB17791
2644427	DB17984
2644435	DB17381
2644436	DB17381
2644447	DB16678
2644448	DB16678
2644503	DB14960
2644686	DB17168
2644687	DB12676
2644689	DB17099
2644691	DB15169
2644692	DB17139
2644693	DB12397
2644698	DB16174
2644700	DB05899
2644740	DB12085
2644741	DB00515
2644742	DB12707
2644743	DB15567
2644744	DB15169
2644746	DB17262
2644747	DB15366
2644748	DB16370
2644750	DB17307
2644766	DB19279
2644770	DB12679
2644880	DB15395
2644987	DB17618
2644989	DB17983
2644995	DB17697
2644996	DB17647
2644998	DB17369
2644999	DB15471
2645000	DB15256
2645002	DB17178
2645003	DB17357
2645005	DB17192
2645006	DB00028
2645007	DB00028
2645009	DB15265
2645010	DB12812
2645011	DB00143
2645012	DB00143
2645013	DB00143
2645014	DB01229
2645015	DB01229
2645016	DB11598
2645023	DB17229
2645024	DB17371
2645025	DB11702
2645026	DB05592
2645027	DB00970
2645084	DB18661
2645096	DB17768
2645098	DB12254
2645099	DB17356
2645100	DB17722
2645102	DB17162
2645103	DB17423
2645108	DB15165
2645124	DB17381
2645191	DB17792
2645264	DB00252
2645265	DB00399
2645266	DB00564
2645267	DB00997
2645268	DB17293
2645269	DB17398
2645270	DB17780
2645273	DB17360
2645274	DB05945
2645275	DB17597
2645276	DB14865
2645278	DB17598
2645279	DB17415
2645280	DB17392
2645300	DB16251
2645301	DB17271
2645302	DB00445
2663938	DB15218
2663954	DB05467
2664725	DB18227
2664825	DB18228
2664851	DB15395
2664852	DB16678
2664896	DB14939
2665204	DB11763
2665338	DB11729
2665622	DB15018
2666380	DB18038
2666381	DB18039
2666382	DB18307
2666384	DB18309
2666386	DB18311
2666387	DB18312
2666391	DB18052
2666394	DB11706
2666395	DB18151
2666396	DB18152
2666397	DB18153
2666399	DB18155
2666400	DB18156
2666401	DB18157
2666402	DB18158
2666404	DB18160
2666405	DB18161
2666409	DB18165
2666411	DB18314
2666412	DB18315
2666413	DB18316
2666416	DB18319
2666420	DB18323
2666424	DB18327
2666427	DB18054
2666428	DB18055
2666429	DB18056
2666430	DB18057
2666432	DB12193
2666434	DB18168
2666435	DB18169
2666437	DB18171
2666438	DB18172
2666440	DB18174
2666442	DB18176
2666443	DB18177
2666444	DB18330
2666445	DB18331
2666447	DB18333
2666448	DB18334
2666454	DB18340
2666459	DB18345
2666460	DB18346
2666462	DB18348
2666464	DB18350
2666466	DB18352
2666467	DB18059
2666468	DB18060
2666470	DB18062
2666471	DB18063
2666472	DB18064
2666473	DB18065
2666474	DB12595
2666476	DB18179
2666477	DB18180
2666478	DB18181
2666479	DB18182
2666480	DB18183
2666483	DB18186
2666484	DB18187
2666485	DB18188
2666486	DB18189
2666487	DB18354
2666488	DB18355
2666489	DB18356
2666490	DB18357
2666491	DB18358
2666493	DB18360
2666494	DB18361
2666497	DB18364
2666498	DB18365
2666500	DB18367
2666502	DB18067
2666505	DB18070
2666506	DB18071
2666507	DB12777
2666508	DB12784
2666510	DB18192
2666511	DB18193
2666512	DB18194
2666513	DB18195
2666516	DB18368
2666517	DB18369
2666518	DB18370
2666519	DB18371
2666522	DB18374
2666523	DB18072
2666526	DB18075
2666529	DB18078
2666530	DB18079
2666531	DB12895
2666533	DB18199
2666535	DB18201
2666536	DB18202
2666537	DB18203
2666538	DB18204
2666541	DB18375
2666543	DB18377
2666544	DB18378
2666545	DB18379
2666546	DB18380
2666548	DB18382
2666550	DB18384
2666551	DB18385
2666555	DB18389
2666557	DB18080
2666559	DB18082
2666560	DB18083
2666561	DB18084
2666563	DB14852
2666564	DB18207
2666567	DB18210
2666569	DB18212
2666570	DB18410
2666571	DB18411
2666572	DB18412
2666574	DB18087
2666575	DB18088
2666576	DB18089
2666577	DB18090
2666578	DB18091
2666579	DB18213
2666580	DB18215
2666581	DB18216
2666583	DB18218
2666584	DB18219
2666587	DB18431
2666588	DB18092
2666591	DB18095
2666592	DB18096
2666597	DB15739
2666598	DB16070
2666599	DB16160
2666601	DB18222
2666602	DB18223
2666605	DB18226
2666606	DB18230
2666607	DB18231
2666610	DB18394
2666611	DB18395
2666612	DB18396
2666613	DB18397
2666613	DB18819
2666614	DB18398
2666615	DB18100
2666616	DB18101
2666617	DB18102
2666618	DB18103
2666619	DB18104
2666621	DB18106
2666622	DB18107
2666624	DB16178
2666625	DB16241
2666628	DB18235
2666632	DB18239
2666633	DB18240
2666637	DB18244
2666638	DB18245
2666639	DB18246
2666640	DB18247
2666641	DB18413
2666642	DB18414
2666645	DB18417
2666646	DB18418
2666649	DB18421
2666650	DB18422
2666651	DB18423
2666652	DB18424
2666653	DB18109
2666654	DB18110
2666655	DB18111
2666659	DB18115
2666660	DB18116
2666662	DB16366
2666664	DB18249
2666666	DB18251
2666670	DB18256
2666672	DB18258
2666673	DB18259
2666674	DB18260
2666677	DB18263
2666679	DB18432
2666680	DB18433
2666681	DB18434
2666683	DB18436
2666684	DB18896
2666685	DB18438
2666686	DB18439
2666687	DB18440
2666688	DB18441
2666689	DB18442
2666691	DB18119
2666692	DB18120
2666693	DB16453
2666694	DB16457
2666695	DB16482
2666696	DB16977
2666697	DB18265
2666698	DB18266
2666701	DB18269
2666706	DB18274
2666707	DB18399
2666708	DB18400
2666710	DB18402
2666711	DB18121
2666712	DB18122
2666713	DB18123
2666714	DB18124
2666715	DB18125
2666717	DB18127
2666718	DB17612
2666719	DB18275
2666721	DB18277
2666724	DB18280
2666725	DB18281
2666729	DB18427
2666730	DB18428
2666731	DB18429
2666733	DB18129
2666734	DB18130
2666735	DB18131
2666736	DB18132
2666737	DB18133
2666738	DB18134
2666739	DB18135
2666740	DB18136
2666741	DB18137
2666742	DB18138
2666745	DB18141
2666747	DB18143
2666753	DB18006
2666754	DB18007
2666755	DB18008
2666756	DB18283
2666757	DB18284
2666760	DB18287
2666762	DB18289
2666763	DB18290
2666764	DB18291
2666766	DB18293
2666767	DB18443
2666769	DB18445
2666770	DB18446
2666772	DB18448
2666773	DB18449
2666778	DB18148
2666779	DB18149
2666781	DB18009
2666782	DB18010
2666783	DB18011
2666784	DB18012
2666785	DB18013
2666786	DB18014
2666787	DB18015
2666788	DB18016
2666789	DB18017
2666791	DB18019
2666792	DB18020
2666793	DB18021
2666795	DB18294
2666796	DB18295
2666800	DB18299
2666801	DB18403
2666802	DB18404
2666805	DB18407
2666805	DB19409
2666808	DB05429
2666809	DB05482
2666812	DB18025
2666815	DB18028
2666817	DB18030
2666818	DB18031
2666819	DB18300
2666821	DB18302
2666822	DB18303
2666823	DB18304
2666825	DB18306
2666826	DB18040
2666827	DB18041
2666833	DB05933
2666841	DB18637
2666842	DB18638
2666845	DB18483
2666846	DB18484
2666847	DB18485
2666848	DB18486
2666849	DB18487
2666858	DB18648
2666859	DB18649
2666860	DB18650
2666862	DB18652
2666870	DB18489
2666871	DB18490
2666872	DB18491
2666873	DB18492
2666874	DB18494
2666876	DB18496
2666877	DB18497
2666878	DB18498
2666879	DB18499
2666880	DB18500
2666882	DB21603
2666883	DB18503
2666885	DB18505
2666886	DB18506
2666887	DB18507
2666889	DB18510
2666892	DB18513
2666893	DB18514
2666898	DB18520
2666899	DB18521
2666900	DB18522
2666903	DB18525
2666909	DB18531
2666912	DB18535
2666915	DB18538
2666920	DB18544
2666921	DB18545
2666925	DB18549
2666927	DB18551
2666928	DB18552
2666930	DB18554
2666931	DB18555
2666934	DB18558
2666944	DB18568
2666945	DB18569
2666946	DB18570
2666947	DB18571
2666953	DB18577
2666954	DB18578
2666955	DB18579
2666956	DB18580
2666957	DB18581
2666958	DB18582
2666961	DB18585
2666963	DB18587
2666965	DB18590
2666966	DB18591
2666970	DB18595
2666971	DB18596
2666972	DB18597
2666975	DB18600
2666976	DB18452
2666977	DB18453
2666978	DB18454
2666979	DB18455
2666980	DB18456
2666981	DB18457
2666982	DB18458
2666983	DB18459
2666984	DB18460
2666986	DB18462
2666987	DB18463
2666988	DB18464
2666989	DB18465
2666990	DB18466
2666992	DB18468
2666993	DB18469
2666995	DB18471
2666996	DB18602
2666998	DB18604
2666999	DB18605
2667000	DB18606
2667001	DB18608
2667004	DB18611
2667007	DB18614
2667010	DB18617
2667011	DB18618
2667012	DB18619
2667013	DB18620
2667014	DB18621
2667015	DB18660
2667016	DB18472
2667017	DB18473
2667018	DB18474
2667019	DB18475
2667020	DB18476
2667021	DB18477
2667023	DB18479
2667025	DB18481
2667027	DB18622
2667028	DB18623
2667029	DB18624
2667030	DB18625
2667031	DB18626
2667032	DB18627
2667033	DB18628
2667035	DB18630
2667261	DB18056
2667263	DB18333
2667264	DB18389
2667265	DB18398
2667266	DB18203
2667268	DB18157
2667269	DB18153
2667270	DB18188
2667273	DB18231
2667274	DB18120
2667275	DB18443
2667276	DB18445
2667281	DB18600
2667282	DB18619
2667283	DB18345
2667321	DB18032
2667322	DB18032
2667323	DB18183
2667324	DB18228
2667345	DB18155
2667346	DB18155
2667347	DB18155
2667354	DB18090
2667355	DB18414
2667356	DB16366
2667357	DB18284
2667358	DB18448
2667359	DB18637
2667360	DB18638
2667361	DB18484
2667362	DB18579
2667363	DB18625
2667364	DB18626
2667365	DB18627
2667366	DB18514
2667367	DB18538
2667368	DB18464
2667370	DB18404
2667377	DB18172
2667380	DB18364
2667384	DB18084
2667385	DB18410
2667386	DB18412
2667416	DB18522
2667433	DB16708
2667469	DB18590
2667472	DB18171
2667473	DB18059
2667474	DB18063
2667477	DB18432
2667478	DB18432
2667479	DB18433
2667480	DB18442
2667482	DB18133
2667487	DB18450
2667490	DB18009
2667491	DB18011
2667493	DB18294
2667494	DB18295
2667496	DB18407
2667496	DB19409
2667506	DB18485
2667509	DB18413
2667511	DB18441
2667513	DB18283
2667515	DB18019
2667517	DB18510
2667518	DB18212
2667520	DB18091
2667521	DB18215
2667522	DB18494
2667524	DB18491
2667525	DB18549
2667526	DB18555
2667528	DB18592
2667529	DB18454
2667532	DB18621
2667533	DB18622
2667534	DB18629
2667535	DB18629
2667538	DB18240
2667539	DB05933
2667541	DB18334
2667543	DB18552
2667544	DB18306
2667546	DB18351
2667548	DB18422
2667550	DB18055
2667551	DB18131
2667553	DB18466
2667555	DB18040
2667557	DB18302
2667559	DB18459
2667561	DB18289
2667562	DB18277
2667564	DB18239
2667568	DB18569
2667607	DB18121
2667608	DB05607
2667609	DB18080
2667610	DB12621
2667612	DB12241
2667613	DB18365
2667614	DB15279
2667615	DB08490
2667617	DB18104
2667618	DB18125
2667619	DB18125
2667620	DB18107
2667621	DB18107
2667622	DB18307
2667625	DB18082
2667626	DB18013
2667628	DB18446
2667630	DB18428
2667631	DB18088
2667633	DB18604
2667634	DB18577
2667635	DB18119
2667637	DB18052
2667638	DB18160
2667658	DB18330
2667659	DB18373
2667660	DB18109
2667661	DB14852
2667662	DB18634
2667663	DB18315
2667665	DB18103
2667666	DB18628
2667667	DB18587
2667741	DB07795
2667759	DB15026
2667760	DB12387
2667761	DB18280
2667762	DB18314
2667763	DB18624
2667764	DB18617
2667765	DB18089
2667767	DB18135
2667853	DB16413
2667854	DB16728
2667855	DB14946
2667867	DB18132
2667870	DB18039
2667872	DB18156
2667873	DB17130
2667874	DB17130
2667875	DB12193
2667876	DB18417
2667877	DB15122
2667878	DB18122
2667881	DB17492
2667882	DB06546
2667885	DB18580
2667886	DB18532
2667887	DB18351
2667888	DB17727
2667889	DB18450
2667890	DB04998
2668041	DB12917
2668045	DB14766
2668136	DB05391
2668137	DB06475
2668384	DB14910
2668945	DB18662
2668948	DB18666
2668949	DB18667
2668950	DB18668
2668953	DB18671
2668954	DB18672
2668955	DB18673
2668956	DB18674
2668957	DB18675
2668959	DB18677
2668960	DB18678
2668964	DB21712
2668965	DB18683
2668968	DB18687
2668972	DB18691
2668974	DB18693
2668975	DB18694
2669406	DB15043
2669407	DB15043
2669422	DB18687
2669423	DB18693
2669424	DB21712
2669428	DB16797
2669429	DB17989
2669429	DB18659
2669431	DB18666
2669432	DB18671
2669433	DB18673
2669434	DB18662
2669730	DB01085
2669731	DB01085
2669732	DB01085
2669733	DB05139
2669737	DB18694
2669799	DB15114
2669905	DB15490
2669967	DB12218
2670179	DB11679
2670285	DB15164
2670286	DB15164
2670453	DB12473
2670630	DB18704
2670631	DB12005
2670644	DB16826
2670804	DB18170
2670806	DB18696
2670808	DB18698
2670812	DB18702
2670813	DB18703
2670814	DB18705
2670936	DB18696
2670938	DB18704
2670939	DB14921
2670940	DB16334
2670942	DB18293
2670943	DB18331
2671061	DB16200
2671667	DB15572
2671939	DB16199
2671958	DB18680
2672253	DB12184
2672461	DB18706
2672462	DB18707
2672463	DB18708
2672464	DB18709
2672465	DB18710
2672489	DB15636
2672536	DB18706
2672537	DB18707
2672831	DB18834
2672832	DB18803
2672836	DB16693
2672842	DB11749
2672843	DB19236
2672850	DB18878
2673238	DB18701
2673963	DB19082
2674329	DB16427
2674331	DB18715
2674332	DB12341
2674927	DB11000
2674927	DB11046
2674928	DB10777
2674929	DB10775
2674930	DB11042
2674930	DB11043
2674930	DB14611
2674930	DB14614
2674935	DB16427
2674936	DB16427
2674937	DB16800
2674943	DB14605
2674943	DB14607
2674945	DB14449
2674946	DB10776
2674946	DB14604
2674949	DB10781
2674949	DB10791
2674949	DB10802
2674949	DB11048
2674949	DB14382
2674949	DB14383
2674949	DB14391
2675287	DB17635
2675344	DB18979
2675569	DB18750
2675583	DB16536
2675620	DB14675
2675687	DB19360
2675860	DB17107
2675985	DB18716
2676745	DB14876
2676952	DB19074
2677425	DB14922
2677426	DB14922
2677789	DB18720
2677894	DB12914
2677916	DB17538
2678889	DB12645
2678930	DB12118
2678952	DB15401
2679059	DB15059
2679071	DB00531
2679296	DB12255
2679427	DB06273
2680354	DB18731
2680595	DB18732
2680597	DB18734
2680600	DB18739
2680601	DB18740
2680602	DB18721
2680603	DB18722
2680604	DB18723
2680605	DB18724
2680607	DB18726
2681011	DB16783
2682382	DB18756
2682434	DB15266
2682472	DB15599
2682954	DB17256
2682955	DB17256
2683741	DB16242
2683743	DB18742
2683745	DB18744
2683746	DB18745
2683747	DB18746
2683750	DB18749
2683752	DB18752
2683753	DB18753
2683755	DB18755
2683910	DB08885
2684021	DB05501
2684654	DB18742
2684656	DB18258
2684657	DB18726
2684941	DB05187
2685008	DB18739
2685236	DB14909
2685288	DB05501
2685289	DB18745
2685290	DB18745
2685291	DB18746
2686165	DB15686
2686166	DB19320
2686166	DB19323
2686166	DB19324
2686166	DB19413
2686167	DB19109
2686168	DB19106
2686169	DB19104
2686170	DB19105
2686171	DB19107
2686172	DB19108
2686173	DB19096
2686174	DB19110
2686175	DB19111
2686176	DB19112
2686177	DB19113
2686178	DB19097
2686181	DB19100
2686182	DB19101
2686183	DB19102
2686184	DB19103
2686186	DB19069
2686189	DB19072
2686190	DB19073
2686191	DB19075
2686192	DB19076
2686193	DB19077
2686194	DB19078
2686195	DB19079
2686196	DB19080
2686197	DB18866
2686198	DB18867
2686199	DB18868
2686200	DB18869
2686201	DB18871
2686202	DB18872
2686203	DB18873
2686204	DB18874
2686205	DB18875
2686206	DB18876
2686208	DB18879
2686209	DB18880
2686210	DB18881
2686211	DB18882
2686213	DB18884
2686214	DB18885
2686215	DB18886
2686216	DB18887
