clinical_drug	ingredient	strength	unit
DRON:00059423	CHEBI:7856	10.0	UO:0000022
DRON:00059424	CHEBI:7856	10.0	UO:0000022
DRON:00059425	CHEBI:7856	15.0	UO:0000022
DRON:00059426	CHEBI:7856	15.0	UO:0000022
DRON:00059427	CHEBI:7856	5.0	UO:0000022
DRON:00059428	CHEBI:7856	5.0	UO:0000022
DRON:00059430	CHEBI:7856	5.0	UO:0000022
DRON:00059431	CHEBI:9398	0.4	UO:0000022
DRON:00059432	CHEBI:9398	0.4	UO:0000022
DRON:00059433	CHEBI:9398	0.4	UO:0000022
DRON:00059434	CHEBI:7856	2.5	UO:0000022
DRON:00059435	CHEBI:7856	3.0	UO:0000022
DRON:00059438	CHEBI:17303	100.0	UO:0000022
DRON:00059438	CHEBI:7465	4.0	UO:0000022
DRON:00059439	CHEBI:17303	20.0	UO:0000022
DRON:00059439	CHEBI:7465	0.8	UO:0000022
DRON:00059440	CHEBI:17303	30.0	UO:0000022
DRON:00059440	CHEBI:7465	1.2	UO:0000022
DRON:00059441	CHEBI:17303	50.0	UO:0000022
DRON:00059441	CHEBI:7465	2.0	UO:0000022
DRON:00059442	CHEBI:17303	60.0	UO:0000022
DRON:00059442	CHEBI:7465	2.4	UO:0000022
DRON:00059443	CHEBI:17303	80.0	UO:0000022
DRON:00059443	CHEBI:7465	3.2	UO:0000022
DRON:00059450	CHEBI:119486	600.0	UO:0000022
DRON:00059450	CHEBI:63577	300.0	UO:0000022
DRON:00059450	CHEBI:63717	300.0	UO:0000022
DRON:00059451	CHEBI:3311	1500.0	UO:0000022
DRON:00059452	CHEBI:575568	250.0	UO:0000022
DRON:00059452	CHEBI:8455	100.0	UO:0000022
DRON:00059453	CHEBI:575568	62.5	UO:0000022
DRON:00059453	CHEBI:8455	25.0	UO:0000022
DRON:00059454	CHEBI:8455	100.0	UO:0000022
DRON:00059456	CHEBI:6807	10.0	UO:0000022
DRON:00059458	CHEBI:6807	5.0	UO:0000022
DRON:00059486	CHEBI:6807	1.0	UO:0000022
DRON:00059489	CHEBI:6807	25.0	UO:0000022
DRON:00059494	CHEBI:18067	0.04	UO:0000022
DRON:00059494	CHEBI:3311	1250.0	UO:0000022
DRON:00059496	CHEBI:15443	2000.0	UO:0000022
DRON:00059496	CHEBI:3311	250.0	UO:0000022
DRON:00059497	CHEBI:16709	10.0	UO:0000022
DRON:00059497	CHEBI:16796	1.0	UO:0000022
DRON:00059498	CHEBI:26125	400.0	UO:0000022
DRON:00059500	CHEBI:5123	1.0	UO:0000022
DRON:00059501	CHEBI:5123	2.5	UO:0000022
DRON:00059504	CHEBI:5123	0.5	UO:0000022
DRON:00059504	CHEBI:7640	10.0	UO:0000022
DRON:00059505	CHEBI:5123	1.0	UO:0000022
DRON:00059506	CHEBI:5123	1.5	UO:0000022
DRON:00059506	CHEBI:7640	30.0	UO:0000022
DRON:00059508	CHEBI:5123	2.5	UO:0000022
DRON:00059509	CHEBI:3127	1.25	UO:0000022
DRON:00059510	CHEBI:3127	2.5	UO:0000022
DRON:00059511	CHEBI:3127	3.75	UO:0000022
DRON:00059512	CHEBI:3127	7.5	UO:0000022
DRON:00059515	CHEBI:9449	7.5	UO:0000022
DRON:00059519	CHEBI:50217	1.25	UO:0000022
DRON:00059520	CHEBI:50217	10.0	UO:0000022
DRON:00059522	CHEBI:4975	10.0	UO:0000022
DRON:00059523	CHEBI:3223	15.0	UO:0000022
DRON:00059527	CHEBI:7507	500.0	UO:0000022
DRON:00059532	CHEBI:3223	10.0	UO:0000022
DRON:00059534	CHEBI:3223	30.0	UO:0000022
DRON:00059535	CHEBI:3223	5.0	UO:0000022
DRON:00059536	CHEBI:82978	1.5	UO:0000022
DRON:00059538	CHEBI:3223	7.5	UO:0000022
DRON:00059540	CHEBI:4046	4.0	UO:0000022
DRON:00059542	CHEBI:4636	100.0	UO:0000022
DRON:00059542	CHEBI:51209	120.0	UO:0000022
DRON:00059543	CHEBI:8080	15.0	UO:0000022
DRON:00059546	CHEBI:6904	100.0	UO:0000022
DRON:00059547	CHEBI:6904	100.0	UO:0000022
DRON:00059548	CHEBI:6904	200.0	UO:0000022
DRON:00059549	CHEBI:6904	200.0	UO:0000022
DRON:00059550	CHEBI:6904	25.0	UO:0000022
DRON:00059551	CHEBI:6904	25.0	UO:0000022
DRON:00059552	CHEBI:37397	400.0	UO:0000022
DRON:00059552	CHEBI:5417	500.0	UO:0000022
DRON:00059552	CHEBI:9349	300.0	UO:0000022
DRON:00059553	CHEBI:6904	50.0	UO:0000022
DRON:00059554	CHEBI:6904	50.0	UO:0000022
DRON:00059555	CHEBI:5551	100.0	UO:0000022
DRON:00059556	CHEBI:5778	12.5	UO:0000022
DRON:00059556	CHEBI:6904	100.0	UO:0000022
DRON:00059557	CHEBI:5778	12.5	UO:0000022
DRON:00059557	CHEBI:6904	100.0	UO:0000022
DRON:00059558	CHEBI:5778	12.5	UO:0000022
DRON:00059558	CHEBI:6904	25.0	UO:0000022
DRON:00059559	CHEBI:5778	12.5	UO:0000022
DRON:00059559	CHEBI:6904	25.0	UO:0000022
DRON:00059560	CHEBI:5778	12.5	UO:0000022
DRON:00059560	CHEBI:6904	50.0	UO:0000022
DRON:00059561	CHEBI:5778	12.5	UO:0000022
DRON:00059561	CHEBI:6904	50.0	UO:0000022
DRON:00059562	CHEBI:5778	25.0	UO:0000022
DRON:00059562	CHEBI:6904	100.0	UO:0000022
DRON:00059563	CHEBI:5778	25.0	UO:0000022
DRON:00059563	CHEBI:6904	50.0	UO:0000022
DRON:00059565	CHEBI:5778	50.0	UO:0000022
DRON:00059565	CHEBI:6904	100.0	UO:0000022
DRON:00059567	CHEBI:6904	100.0	UO:0000022
DRON:00059568	CHEBI:6904	50.0	UO:0000022
DRON:00059574	CHEBI:5778	25.0	UO:0000022
DRON:00059574	CHEBI:6904	200.0	UO:0000022
DRON:00059577	CHEBI:59594	625.0	UO:0000022
DRON:00059579	CHEBI:6904	25.0	UO:0000022
DRON:00059679	CHEBI:71219	200.0	UO:0000022
DRON:00059680	CHEBI:71219	400.0	UO:0000022
DRON:00059681	DRON:00019498	16.0	UO:0000022
DRON:00059682	DRON:00019498	160.0	UO:0000022
DRON:00059683	DRON:00019498	24.0	UO:0000022
DRON:00059684	DRON:00019498	60.0	UO:0000022
DRON:00059689	CHEBI:2668	10.0	UO:0000022
DRON:00059689	CHEBI:9434	40.0	UO:0000022
DRON:00059690	CHEBI:2668	10.0	UO:0000022
DRON:00059690	CHEBI:9434	80.0	UO:0000022
DRON:00059691	CHEBI:2668	5.0	UO:0000022
DRON:00059691	CHEBI:9434	40.0	UO:0000022
DRON:00059692	CHEBI:2668	5.0	UO:0000022
DRON:00059692	CHEBI:9434	80.0	UO:0000022
DRON:00059694	CHEBI:15365	150.0	UO:0000022
DRON:00059694	CHEBI:6060	60.0	UO:0000022
DRON:00059695	CHEBI:15365	75.0	UO:0000022
DRON:00059695	CHEBI:6060	60.0	UO:0000022
DRON:00059703	CHEBI:190513	315.0	UO:0000022
DRON:00059705	CHEBI:16389	200.0	UO:0000022
DRON:00059706	CHEBI:15956	0.3	UO:0000022
DRON:00059706	CHEBI:16454	10.0	UO:0000022
DRON:00059706	CHEBI:16709	10.0	UO:0000022
DRON:00059706	CHEBI:17015	1.7	UO:0000022
DRON:00059706	CHEBI:17154	20.0	UO:0000022
DRON:00059706	CHEBI:17439	0.006	UO:0000022
DRON:00059706	CHEBI:22652	60.0	UO:0000022
DRON:00059706	CHEBI:26948	1.5	UO:0000022
DRON:00059706	CHEBI:27470	0.8	UO:0000022
DRON:00059707	CHEBI:7731	600.0	UO:0000022
DRON:00059710	CHEBI:27266	25.0	UO:0000022
DRON:00059710	CHEBI:31794	75.0	UO:0000022
DRON:00059710	CHEBI:3311	150.0	UO:0000022
DRON:00059710	DRON:00017718	100.0	UO:0000022
DRON:00059711	CHEBI:135047	20.0	UO:0000022
DRON:00059711	CHEBI:32114	200.0	UO:0000022
DRON:00059711	CHEBI:46195	300.0	UO:0000022
DRON:00059712	DRON:00018945	400.0	UO:0000022
DRON:00059714	DRON:00019503	500.0	UO:0000022
DRON:00059715	CHEBI:28775	250.0	UO:0000022
DRON:00059715	CHEBI:4631	650.0	UO:0000022
DRON:00059716	DRON:00019504	1000.0	UO:0000022
DRON:00059722	CHEBI:76136	227.0	UO:0000022
DRON:00059723	CHEBI:50217	15.0	UO:0000022
DRON:00059724	CHEBI:39171	11.4	UO:0000022
DRON:00059725	CHEBI:39171	57.0	UO:0000022
DRON:00059727	CHEBI:6375	15.0	UO:0000022
DRON:00059728	CHEBI:6375	15.0	UO:0000022
DRON:00059730	CHEBI:16796	5.0	UO:0000022
DRON:00059732	CHEBI:190513	2380.0	UO:0000022
DRON:00059735	CHEBI:2469	10.0	UO:0000022
DRON:00059737	CHEBI:15940	750.0	UO:0000022
DRON:00059737	CHEBI:24848	212.0	UO:0000022
DRON:00059739	CHEBI:4636	12.5	UO:0000022
DRON:00059753	CHEBI:28568	140.0	UO:0000022
DRON:00059755	DRON:00012953	120.0	UO:0000022
DRON:00059756	DRON:00012953	180.0	UO:0000022
DRON:00059757	DRON:00012953	60.0	UO:0000022
DRON:00059759	DRON:00017985	187.0	UO:0000022
DRON:00059760	DRON:00017985	217.0	UO:0000022
DRON:00059761	DRON:00017985	374.0	UO:0000022
DRON:00059764	CHEBI:16709	25.0	UO:0000022
DRON:00059764	CHEBI:22652	30.0	UO:0000022
DRON:00059764	CHEBI:27470	1.0	UO:0000022
DRON:00059764	CHEBI:31607	83.0	UO:0000022
DRON:00059764	CHEBI:61330	0.625	UO:0000022
DRON:00059764	CHEBI:78060	250.0	UO:0000022
DRON:00059764	CHEBI:9679	100.0	UO:0000022
DRON:00059768	CHEBI:48669	650.0	UO:0000022
DRON:00059770	CHEBI:46631	0.1	UO:0000022
DRON:00059772	CHEBI:46631	0.2	UO:0000022
DRON:00059773	CHEBI:46631	0.3	UO:0000022
DRON:00059774	CHEBI:3654	15.0	UO:0000022
DRON:00059774	CHEBI:46631	0.1	UO:0000022
DRON:00059775	CHEBI:3654	15.0	UO:0000022
DRON:00059775	CHEBI:46631	0.2	UO:0000022
DRON:00059776	CHEBI:3654	15.0	UO:0000022
DRON:00059776	CHEBI:46631	0.3	UO:0000022
DRON:00059780	CHEBI:4469	10.0	UO:0000022
DRON:00059781	CHEBI:4469	5.0	UO:0000022
DRON:00059782	CHEBI:4469	10.0	UO:0000022
DRON:00059784	CHEBI:4469	15.0	UO:0000022
DRON:00059785	CHEBI:4469	5.0	UO:0000022
DRON:00059786	CHEBI:85010	75.0	UO:0000022
DRON:00059787	CHEBI:16016	5.0	UO:0000022
DRON:00059787	DRON:00019508	750.0	UO:0000022
DRON:00059788	CHEBI:15940	13.5	UO:0000022
DRON:00059788	CHEBI:16709	1.05	UO:0000022
DRON:00059788	CHEBI:17015	1.2	UO:0000022
DRON:00059788	CHEBI:17439	0.0045	UO:0000022
DRON:00059788	CHEBI:22652	60.0	UO:0000022
DRON:00059788	CHEBI:26948	1.05	UO:0000022
DRON:00059788	CHEBI:27470	0.3	UO:0000022
DRON:00059788	CHEBI:28741	0.25	UO:0000022
DRON:00059790	CHEBI:15940	13.5	UO:0000022
DRON:00059790	CHEBI:16709	1.05	UO:0000022
DRON:00059790	CHEBI:17015	1.2	UO:0000022
DRON:00059790	CHEBI:17439	0.0045	UO:0000022
DRON:00059790	CHEBI:22652	60.0	UO:0000022
DRON:00059790	CHEBI:26948	1.05	UO:0000022
DRON:00059790	CHEBI:27470	0.3	UO:0000022
DRON:00059790	CHEBI:28741	0.5	UO:0000022
DRON:00059791	CHEBI:2679	5.0	UO:0000022
DRON:00059792	CHEBI:4469	15.0	UO:0000022
DRON:00059793	CHEBI:4469	15.0	UO:0000022
DRON:00059795	CHEBI:23965	0.01	UO:0000022
DRON:00059797	CHEBI:61330	760.0	UO:0000022
DRON:00059797	CHEBI:78060	500.0	UO:0000022
DRON:00059797	DRON:00020257	190.0	UO:0000022
DRON:00059798	CHEBI:16709	16.0	UO:0000022
DRON:00059798	CHEBI:17439	0.012	UO:0000022
DRON:00059798	CHEBI:61330	760.0	UO:0000022
DRON:00059798	CHEBI:78060	500.0	UO:0000022
DRON:00059798	DRON:00020257	190.0	UO:0000022
DRON:00059799	DRON:00018283	100.0	UO:0000022
DRON:00059800	CHEBI:3311	600.0	UO:0000022
DRON:00059802	CHEBI:16389	15.0	UO:0000022
DRON:00059807	DRON:00020257	1050.0	UO:0000022
DRON:00059808	DRON:00020257	725.0	UO:0000022
DRON:00059809	DRON:00020257	952.0	UO:0000022
DRON:00059810	DRON:00020257	340.0	UO:0000022
DRON:00059811	CHEBI:16709	8.0	UO:0000022
DRON:00059811	CHEBI:17439	0.006	UO:0000022
DRON:00059811	DRON:00020257	1050.0	UO:0000022
DRON:00059812	CHEBI:16709	8.0	UO:0000022
DRON:00059812	CHEBI:17439	0.006	UO:0000022
DRON:00059812	DRON:00020257	725.0	UO:0000022
DRON:00059816	CHEBI:3048	2.0	UO:0000022
DRON:00059817	CHEBI:3048	1.0	UO:0000022
DRON:00059818	CHEBI:3048	0.5	UO:0000022
DRON:00059819	CHEBI:116735	6.0	UO:0000022
DRON:00059823	CHEBI:75832	142.0	UO:0000022
DRON:00059824	CHEBI:75832	142.0	UO:0000022
DRON:00059825	CHEBI:364453	100.0	UO:0000022
DRON:00059826	CHEBI:364453	25.0	UO:0000022
DRON:00059827	CHEBI:364453	75.0	UO:0000022
DRON:00059831	CHEBI:267413	750.0	UO:0000022
DRON:00059835	CHEBI:46631	0.2	UO:0000022
DRON:00059836	CHEBI:46631	0.2	UO:0000022
DRON:00059837	CHEBI:46631	0.3	UO:0000022
DRON:00059838	CHEBI:46631	0.3	UO:0000022
DRON:00059843	CHEBI:75984	50.0	UO:0000022
DRON:00059844	CHEBI:75984	100.0	UO:0000022
DRON:00059845	CHEBI:75984	150.0	UO:0000022
DRON:00059847	CHEBI:3743	2.5	UO:0000022
DRON:00059848	CHEBI:3743	5.0	UO:0000022
DRON:00059849	CHEBI:102524	50.0	UO:0000022
DRON:00059849	CHEBI:27732	40.0	UO:0000022
DRON:00059849	CHEBI:46195	300.0	UO:0000022
DRON:00059866	CHEBI:190513	125.0	UO:0000022
DRON:00059869	CHEBI:190513	250.0	UO:0000022
DRON:00059879	CHEBI:3611	5.0	UO:0000022
DRON:00059879	CHEBI:3743	2.5	UO:0000022
DRON:00059900	CHEBI:31794	276000.0	UO:0000022
DRON:00059901	CHEBI:73032	75.0	UO:0000022
DRON:00059903	DRON:00017994	11.5	UO:0000022
DRON:00059904	DRON:00017994	2.3	UO:0000022
DRON:00059905	DRON:00017994	23.0	UO:0000022
DRON:00059906	DRON:00017994	5.75	UO:0000022
DRON:00059909	CHEBI:39384	205.0	UO:0000022
DRON:00059910	CHEBI:39384	410.0	UO:0000022
DRON:00059911	CHEBI:39384	45.0	UO:0000022
DRON:00059912	CHEBI:39384	90.0	UO:0000022
DRON:00059916	CHEBI:15365	15600.0	UO:0000022
DRON:00059917	CHEBI:15365	31200.0	UO:0000022
DRON:00059922	CHEBI:4464	6.0	UO:0000022
DRON:00059922	CHEBI:8093	40.0	UO:0000022
DRON:00059923	CHEBI:4464	6.0	UO:0000022
DRON:00059923	CHEBI:8093	40.0	UO:0000022
DRON:00059924	CHEBI:17234	1000.0	UO:0000022
DRON:00059926	CHEBI:16709	3.0	UO:0000022
DRON:00059926	CHEBI:17015	3.0	UO:0000022
DRON:00059926	CHEBI:17439	0.012	UO:0000022
DRON:00059926	CHEBI:22652	60.0	UO:0000022
DRON:00059926	CHEBI:23414	2.0	UO:0000022
DRON:00059926	CHEBI:26948	2.0	UO:0000022
DRON:00059926	CHEBI:27470	1.0	UO:0000022
DRON:00059926	CHEBI:30251	90.0	UO:0000022
DRON:00059926	CHEBI:31794	25.0	UO:0000022
DRON:00059926	CHEBI:35176	20.0	UO:0000022
DRON:00059926	CHEBI:534	50.0	UO:0000022
DRON:00059927	CHEBI:35176	140.0	UO:0000022
DRON:00059931	CHEBI:15940	20.0	UO:0000022
DRON:00059931	CHEBI:15956	0.15	UO:0000022
DRON:00059931	CHEBI:16454	5.0	UO:0000022
DRON:00059931	CHEBI:16709	10.0	UO:0000022
DRON:00059931	CHEBI:17015	1.7	UO:0000022
DRON:00059931	CHEBI:17439	0.006	UO:0000022
DRON:00059931	CHEBI:22652	100.0	UO:0000022
DRON:00059931	CHEBI:26948	1.5	UO:0000022
DRON:00059931	CHEBI:27470	1.0	UO:0000022
DRON:00059951	CHEBI:22652	60.0	UO:0000022
DRON:00059951	CHEBI:28838	6.0	UO:0000022
DRON:00059951	CHEBI:33234	30.0	UO:0000022
DRON:00059951	CHEBI:36560	15.0	UO:0000022
DRON:00059951	CHEBI:81908	2.0	UO:0000022
DRON:00059953	CHEBI:22652	200.0	UO:0000022
DRON:00059953	CHEBI:28838	2.0	UO:0000022
DRON:00059953	CHEBI:36560	40.0	UO:0000022
DRON:00059953	CHEBI:77775	0.055	UO:0000022
DRON:00059953	CHEBI:81908	2.0	UO:0000022
DRON:00059957	DRON:00018226	600.0	UO:0000022
DRON:00059958	DRON:00020257	600.0	UO:0000022
DRON:00059964	CHEBI:22652	226.0	UO:0000022
DRON:00059964	CHEBI:36560	34.8	UO:0000022
DRON:00059964	CHEBI:81908	0.8	UO:0000022
DRON:00059969	CHEBI:17579	7160.0	UO:0000022
DRON:00059969	CHEBI:22652	113.0	UO:0000022
DRON:00059969	CHEBI:36560	17.4	UO:0000022
DRON:00059969	CHEBI:81908	0.4	UO:0000022
DRON:00059970	CHEBI:22652	226.0	UO:0000022
DRON:00059970	CHEBI:28838	5.0	UO:0000022
DRON:00059970	CHEBI:36560	34.8	UO:0000022
DRON:00059970	CHEBI:81908	0.8	UO:0000022
DRON:00059973	CHEBI:17303	100.0	UO:0000022
DRON:00059974	CHEBI:17303	15.0	UO:0000022
DRON:00059975	CHEBI:17303	15.0	UO:0000022
DRON:00059976	CHEBI:17303	100.0	UO:0000022
DRON:00059977	CHEBI:17303	30.0	UO:0000022
DRON:00059978	CHEBI:17303	30.0	UO:0000022
DRON:00059979	CHEBI:17303	60.0	UO:0000022
DRON:00059980	CHEBI:17303	60.0	UO:0000022
DRON:00059983	CHEBI:189104	680.0	UO:0000022
DRON:00059983	CHEBI:45267	136.0	UO:0000022
DRON:00059983	CHEBI:8654	136.0	UO:0000022
DRON:00059984	CHEBI:189104	680.0	UO:0000022
DRON:00059984	CHEBI:45267	136.0	UO:0000022
DRON:00059984	CHEBI:8654	136.0	UO:0000022
DRON:00059986	CHEBI:15365	3900.0	UO:0000022
DRON:00059991	CHEBI:30660	0.1	UO:0000022
DRON:00059992	CHEBI:30660	0.2	UO:0000022
DRON:00059993	CHEBI:30660	0.3	UO:0000022
DRON:00059994	CHEBI:30660	0.4	UO:0000022
DRON:00059995	CHEBI:30660	0.5	UO:0000022
DRON:00059996	CHEBI:30660	0.6	UO:0000022
DRON:00059997	CHEBI:30660	0.7	UO:0000022
DRON:00059998	CHEBI:30660	0.8	UO:0000022
DRON:00059999	CHEBI:30660	1.0	UO:0000022
DRON:00060002	CHEBI:17303	120.0	UO:0000022
DRON:00060003	CHEBI:17303	120.0	UO:0000022
DRON:00060004	CHEBI:45267	18.2	UO:0000022
DRON:00060004	CHEBI:8654	72.6	UO:0000022
DRON:00060005	CHEBI:189104	113.0	UO:0000022
DRON:00060005	CHEBI:45267	22.7	UO:0000022
DRON:00060005	CHEBI:8654	22.7	UO:0000022
DRON:00060007	CHEBI:189104	340.0	UO:0000022
DRON:00060007	CHEBI:45267	68.0	UO:0000022
DRON:00060007	CHEBI:8654	68.0	UO:0000022
DRON:00060009	CHEBI:189104	113.0	UO:0000022
DRON:00060009	CHEBI:45267	22.7	UO:0000022
DRON:00060009	CHEBI:8654	22.7	UO:0000022
DRON:00060011	CHEBI:189104	340.0	UO:0000022
DRON:00060011	CHEBI:45267	68.0	UO:0000022
DRON:00060011	CHEBI:8654	68.0	UO:0000022
DRON:00060013	CHEBI:17303	30.0	UO:0000022
DRON:00060014	CHEBI:17303	30.0	UO:0000022
DRON:00060016	CHEBI:17303	60.0	UO:0000022
DRON:00060017	CHEBI:17303	60.0	UO:0000022
DRON:00060018	CHEBI:17303	90.0	UO:0000022
DRON:00060019	CHEBI:17303	90.0	UO:0000022
DRON:00060028	CHEBI:17303	10.0	UO:0000022
DRON:00060039	CHEBI:17303	100.0	UO:0000022
DRON:00060045	CHEBI:17303	15.0	UO:0000022
DRON:00060046	CHEBI:17303	15.0	UO:0000022
DRON:00060050	CHEBI:17303	20.0	UO:0000022
DRON:00060061	CHEBI:17303	200.0	UO:0000022
DRON:00060062	CHEBI:17303	200.0	UO:0000022
DRON:00060067	CHEBI:17303	30.0	UO:0000022
DRON:00060068	CHEBI:17303	30.0	UO:0000022
DRON:00060074	CHEBI:47780	20.0	UO:0000022
DRON:00060076	CHEBI:76136	57.0	UO:0000022
DRON:00060077	CHEBI:46631	0.3	UO:0000022
DRON:00060078	CHEBI:46631	0.025	UO:0000022
DRON:00060080	CHEBI:46631	0.25	UO:0000022
DRON:00060081	CHEBI:32161	100.0	UO:0000022
DRON:00060081	DRON:00017747	20.0	UO:0000022
DRON:00060082	CHEBI:32161	500.0	UO:0000022
DRON:00060082	DRON:00017747	100.0	UO:0000022
DRON:00060083	CHEBI:32161	1000.0	UO:0000022
DRON:00060083	DRON:00017747	200.0	UO:0000022
DRON:00060084	CHEBI:32161	200.0	UO:0000022
DRON:00060084	DRON:00017747	40.0	UO:0000022
DRON:00060088	CHEBI:47780	40.0	UO:0000022
DRON:00060089	CHEBI:47780	5.0	UO:0000022
DRON:00060090	CHEBI:47780	80.0	UO:0000022
DRON:00060099	CHEBI:17303	50.0	UO:0000022
DRON:00060101	CHEBI:17303	80.0	UO:0000022
DRON:00060104	CHEBI:50172	17.5	UO:0000022
DRON:00060105	CHEBI:50172	22.5	UO:0000022
DRON:00060106	CHEBI:82365	1220.0	UO:0000022
DRON:00060109	CHEBI:82365	37000.0	UO:0000022
DRON:00060120	CHEBI:17303	200.0	UO:0000022
DRON:00060122	CHEBI:17303	10.0	UO:0000022
DRON:00060124	CHEBI:17303	100.0	UO:0000022
DRON:00060125	CHEBI:17303	150.0	UO:0000022
DRON:00060126	CHEBI:17303	150.0	UO:0000022
DRON:00060128	CHEBI:17303	20.0	UO:0000022
DRON:00060130	CHEBI:17303	200.0	UO:0000022
DRON:00060131	CHEBI:17303	45.0	UO:0000022
DRON:00060136	CHEBI:17303	50.0	UO:0000022
DRON:00060137	CHEBI:17303	75.0	UO:0000022
DRON:00060138	CHEBI:17303	80.0	UO:0000022
DRON:00060147	CHEBI:17303	10.0	UO:0000022
DRON:00060149	CHEBI:17303	10.0	UO:0000022
DRON:00060151	CHEBI:17303	10.0	UO:0000022
DRON:00060154	CHEBI:17303	15.0	UO:0000022
DRON:00060180	CHEBI:17303	20.0	UO:0000022
DRON:00060183	CHEBI:17303	200.0	UO:0000022
DRON:00060189	CHEBI:17303	5.0	UO:0000022
DRON:00060192	CHEBI:17303	50.0	UO:0000022
DRON:00060199	CHEBI:17303	60.0	UO:0000022
DRON:00060263	CHEBI:4464	3.0	UO:0000022
DRON:00060263	CHEBI:8093	20.0	UO:0000022
DRON:00060264	CHEBI:4464	3.0	UO:0000022
DRON:00060264	CHEBI:8093	20.0	UO:0000022
DRON:00060282	CHEBI:4636	38.0	UO:0000022
DRON:00060282	CHEBI:5855	200.0	UO:0000022
DRON:00060283	CHEBI:8707	150.0	UO:0000022
DRON:00060311	CHEBI:45267	23.0	UO:0000022
DRON:00060312	CHEBI:45267	34.0	UO:0000022
DRON:00060313	CHEBI:17303	10.0	UO:0000022
DRON:00060314	CHEBI:35720	22.7	UO:0000022
DRON:00060315	CHEBI:35720	68.0	UO:0000022
DRON:00060316	CHEBI:17303	100.0	UO:0000022
DRON:00060317	CHEBI:17303	10.0	UO:0000022
DRON:00060318	CHEBI:17303	15.0	UO:0000022
DRON:00060319	CHEBI:17303	15.0	UO:0000022
DRON:00060320	CHEBI:17303	20.0	UO:0000022
DRON:00060321	CHEBI:17303	20.0	UO:0000022
DRON:00060322	CHEBI:17303	20.0	UO:0000022
DRON:00060323	CHEBI:17303	200.0	UO:0000022
DRON:00060324	CHEBI:17303	30.0	UO:0000022
DRON:00060325	CHEBI:17303	50.0	UO:0000022
DRON:00060326	CHEBI:17303	50.0	UO:0000022
DRON:00060327	CHEBI:17303	50.0	UO:0000022
DRON:00060328	CHEBI:17303	60.0	UO:0000022
DRON:00060329	CHEBI:17303	15.0	UO:0000022
DRON:00060332	CHEBI:17303	100.0	UO:0000022
DRON:00060333	CHEBI:17303	150.0	UO:0000022
DRON:00060335	CHEBI:17303	25.0	UO:0000022
DRON:00060338	CHEBI:17303	40.0	UO:0000022
DRON:00060339	CHEBI:17303	5.0	UO:0000022
DRON:00060344	CHEBI:45267	114.0	UO:0000022
DRON:00060344	CHEBI:6078	0.136	UO:0000022
DRON:00060344	CHEBI:8654	114.0	UO:0000022
DRON:00060346	CHEBI:45267	228.0	UO:0000022
DRON:00060346	CHEBI:6078	0.272	UO:0000022
DRON:00060346	CHEBI:8654	228.0	UO:0000022
DRON:00060347	CHEBI:45267	28.5	UO:0000022
DRON:00060347	CHEBI:6078	0.034	UO:0000022
DRON:00060347	CHEBI:8654	28.5	UO:0000022
DRON:00060348	CHEBI:45267	57.0	UO:0000022
DRON:00060348	CHEBI:6078	0.068	UO:0000022
DRON:00060348	CHEBI:8654	57.0	UO:0000022
DRON:00060358	CHEBI:17303	0.395	UO:0000022
DRON:00060358	CHEBI:82365	500.0	UO:0000022
DRON:00060359	CHEBI:17303	0.5	UO:0000022
DRON:00060359	CHEBI:31291	300.0	UO:0000022
DRON:00060360	DRON:00018284	600.0	UO:0000022
DRON:00060361	CHEBI:27547	0.6	UO:0000022
DRON:00060361	CHEBI:28838	15.0	UO:0000022
DRON:00060471	CHEBI:6343	100.0	UO:0000022
DRON:00060472	CHEBI:6343	200.0	UO:0000022
DRON:00060473	CHEBI:6343	300.0	UO:0000022
DRON:00060475	CHEBI:17439	0.5	UO:0000022
DRON:00060475	CHEBI:27470	0.8	UO:0000022
DRON:00060475	DRON:00016981	20.0	UO:0000022
DRON:00060485	CHEBI:5778	25.0	UO:0000022
DRON:00060485	CHEBI:6343	100.0	UO:0000022
DRON:00060486	CHEBI:5778	25.0	UO:0000022
DRON:00060486	CHEBI:6343	200.0	UO:0000022
DRON:00060487	CHEBI:5778	25.0	UO:0000022
DRON:00060487	CHEBI:6343	300.0	UO:0000022
DRON:00060488	CHEBI:6343	400.0	UO:0000022
DRON:00060489	CHEBI:6343	50.0	UO:0000022
DRON:00060491	CHEBI:102265	32100.0	UO:0000022
DRON:00060492	CHEBI:34385	10.0	UO:0000022
DRON:00060493	CHEBI:34385	10.0	UO:0000022
DRON:00060495	CHEBI:8378	2.0	UO:0000022
DRON:00060495	CHEBI:9725	5.0	UO:0000022
DRON:00060496	CHEBI:50217	30.0	UO:0000022
DRON:00060498	CHEBI:32161	125.0	UO:0000022
DRON:00060499	CHEBI:32161	250.0	UO:0000022
DRON:00060500	CHEBI:132230	200.0	UO:0000022
DRON:00060501	CHEBI:132230	25.0	UO:0000022
DRON:00060502	CHEBI:132230	50.0	UO:0000022
DRON:00060562	CHEBI:9948	100.0	UO:0000022
DRON:00060563	CHEBI:9948	100.0	UO:0000022
DRON:00060564	CHEBI:9948	200.0	UO:0000022
DRON:00060565	CHEBI:9948	200.0	UO:0000022
DRON:00060566	CHEBI:9948	300.0	UO:0000022
DRON:00060567	CHEBI:9948	300.0	UO:0000022
DRON:00060568	CHEBI:9948	120.0	UO:0000022
