clinical_drug	ingredient	strength	unit
DRON:00039825	CHEBI:49662	60.0	UO:0000022
DRON:00039826	CHEBI:40279	75.0	UO:0000022
DRON:00039826	CHEBI:8426	250.0	UO:0000022
DRON:00039828	CHEBI:8069	50.0	UO:0000022
DRON:00039828	CHEBI:8107	50.0	UO:0000022
DRON:00039829	CHEBI:3419	200.0	UO:0000022
DRON:00039829	CHEBI:7476	250.0	UO:0000022
DRON:00039830	CHEBI:3419	200.0	UO:0000022
DRON:00039830	CHEBI:7476	250.0	UO:0000022
DRON:00039831	CHEBI:46195	350.0	UO:0000022
DRON:00039831	CHEBI:6832	400.0	UO:0000022
DRON:00039832	CHEBI:49662	25.0	UO:0000022
DRON:00039832	CHEBI:6832	215.0	UO:0000022
DRON:00039833	CHEBI:46195	450.0	UO:0000022
DRON:00039833	CHEBI:7789	35.0	UO:0000022
DRON:00039834	CHEBI:27306	300.0	UO:0000022
DRON:00039835	CHEBI:28741	10.0	UO:0000022
DRON:00039837	CHEBI:16163	250.0	UO:0000022
DRON:00039837	CHEBI:28971	250.0	UO:0000022
DRON:00039841	CHEBI:4877	300.0	UO:0000022
DRON:00039841	CHEBI:6030	100.0	UO:0000022
DRON:00039843	CHEBI:5950	325.0	UO:0000022
DRON:00039843	CHEBI:6909	250.0	UO:0000022
DRON:00039844	CHEBI:41922	120.0	UO:0000022
DRON:00039846	CHEBI:7922	6.0	UO:0000022
DRON:00039849	CHEBI:6784	0.08	UO:0000022
DRON:00039849	DRON:00016671	2.0	UO:0000022
DRON:00039850	CHEBI:4903	0.05	UO:0000022
DRON:00039850	CHEBI:6443	0.25	UO:0000022
DRON:00039851	CHEBI:3650	125.0	UO:0000022
DRON:00039851	CHEBI:6801	400.0	UO:0000022
DRON:00039852	CHEBI:3650	200.0	UO:0000022
DRON:00039852	CHEBI:8064	25.0	UO:0000022
DRON:00039853	CHEBI:5441	5.0	UO:0000022
DRON:00039853	CHEBI:8064	50.0	UO:0000022
DRON:00039854	CHEBI:3654	10.0	UO:0000022
DRON:00039854	DRON:00015071	80.0	UO:0000022
DRON:00039855	CHEBI:3654	20.0	UO:0000022
DRON:00039855	DRON:00015071	160.0	UO:0000022
DRON:00039856	CHEBI:32015	6.0	UO:0000022
DRON:00039857	CHEBI:2639	4.0	UO:0000022
DRON:00039857	CHEBI:47426	40.0	UO:0000022
DRON:00039860	CHEBI:135205	100.0	UO:0000022
DRON:00039861	DRON:00017985	185.0	UO:0000022
DRON:00039866	CHEBI:33130	130.0	UO:0000022
DRON:00039866	CHEBI:35149	165.0	UO:0000022
DRON:00039871	CHEBI:27306	50.0	UO:0000022
DRON:00039871	CHEBI:6709	25.0	UO:0000022
DRON:00039873	DRON:00018284	300.0	UO:0000022
DRON:00039874	DRON:00011266	75.0	UO:0000022
DRON:00039874	DRON:00018284	700.0	UO:0000022
DRON:00039875	DRON:00018284	170.0	UO:0000022
DRON:00039876	CHEBI:36234	150.0	UO:0000022
DRON:00039877	CHEBI:61468	50.0	UO:0000022
DRON:00039879	CHEBI:7916	50.0	UO:0000022
DRON:00039880	CHEBI:107736	10.0	UO:0000022
DRON:00039882	CHEBI:63627	150.0	UO:0000022
DRON:00039882	CHEBI:9604	100.0	UO:0000022
DRON:00039883	CHEBI:31573	2.0	UO:0000022
DRON:00039884	CHEBI:83531	100.0	UO:0000022
DRON:00039885	DRON:00011287	20.0	UO:0000022
DRON:00039886	CHEBI:32168	50.0	UO:0000022
DRON:00039887	CHEBI:31308	0.25	UO:0000022
DRON:00039888	CHEBI:8080	71.0	UO:0000022
DRON:00039889	CHEBI:8080	142.0	UO:0000022
DRON:00039890	CHEBI:74821	250.0	UO:0000022
DRON:00039892	CHEBI:22652	40.0	UO:0000022
DRON:00039892	CHEBI:9985	20.0	UO:0000022
DRON:00039893	CHEBI:59033	500.0	UO:0000022
DRON:00039894	CHEBI:59033	5000.0	UO:0000022
DRON:00039901	CHEBI:59033	300.0	UO:0000022
DRON:00039902	CHEBI:3619	100.0	UO:0000022
DRON:00039902	CHEBI:59033	500.0	UO:0000022
DRON:00039903	CHEBI:16794	10.0	UO:0000022
DRON:00039903	CHEBI:59033	250.0	UO:0000022
DRON:00039906	CHEBI:49662	50.0	UO:0000022
DRON:00039907	CHEBI:44445	100.0	UO:0000022
DRON:00039912	DRON:00011118	300.0	UO:0000022
DRON:00039913	DRON:00011118	600.0	UO:0000022
DRON:00039915	CHEBI:135428	150.0	UO:0000022
DRON:00039919	CHEBI:135323	0.075	UO:0000022
DRON:00039919	CHEBI:4903	0.03	UO:0000022
DRON:00039920	CHEBI:3698	2.0	UO:0000022
DRON:00039921	CHEBI:135492	2.5	UO:0000022
DRON:00039921	CHEBI:6897	20.0	UO:0000022
DRON:00039922	DRON:00014915	25.0	UO:0000022
DRON:00039923	DRON:00014915	5.0	UO:0000022
DRON:00039926	CHEBI:135639	160.0	UO:0000022
DRON:00039928	CHEBI:135590	75.0	UO:0000022
DRON:00039930	CHEBI:16163	375.0	UO:0000022
DRON:00039931	CHEBI:16163	250.0	UO:0000022
DRON:00039934	CHEBI:32114	320.0	UO:0000022
DRON:00039934	CHEBI:52010	4.0	UO:0000022
DRON:00039935	CHEBI:52010	12.0	UO:0000022
DRON:00039935	CHEBI:8104	40.0	UO:0000022
DRON:00039936	CHEBI:135590	30.0	UO:0000022
DRON:00039936	CHEBI:174690	0.02	UO:0000022
DRON:00039940	DRON:00011383	100.0	UO:0000022
DRON:00039941	CHEBI:31584	3.0	UO:0000022
DRON:00039944	CHEBI:8247	25.0	UO:0000022
DRON:00039946	CHEBI:32058	300.0	UO:0000022
DRON:00039946	CHEBI:32168	30.0	UO:0000022
DRON:00039949	CHEBI:135600	100.0	UO:0000022
DRON:00039950	CHEBI:28241	100.0	UO:0000022
DRON:00039950	CHEBI:59033	500.0	UO:0000022
DRON:00039951	CHEBI:135226	2.0	UO:0000022
DRON:00039951	CHEBI:59033	250.0	UO:0000022
DRON:00039953	CHEBI:46195	300.0	UO:0000022
DRON:00039953	CHEBI:6128	100.0	UO:0000022
DRON:00039955	CHEBI:3023	80.0	UO:0000022
DRON:00039956	CHEBI:75832	270.0	UO:0000022
DRON:00039957	CHEBI:75832	400.0	UO:0000022
DRON:00039960	CHEBI:28384	5.0	UO:0000022
DRON:00039993	CHEBI:79928	10.0	UO:0000022
DRON:00039996	CHEBI:32256	400.0	UO:0000022
DRON:00040003	CHEBI:16684	0.0194	UO:0000022
DRON:00040003	CHEBI:16794	0.0065	UO:0000022
DRON:00040003	CHEBI:16794	0.104	UO:0000022
DRON:00040003	CHEBI:9147	80.0	UO:0000022
DRON:00040004	CHEBI:4489	300.0	UO:0000022
DRON:00040005	CHEBI:8064	50.0	UO:0000022
DRON:00040006	CHEBI:8064	25.0	UO:0000022
DRON:00040007	CHEBI:22652	100.0	UO:0000022
DRON:00040007	CHEBI:35176	10.0	UO:0000022
DRON:00040010	DRON:00018284	500.0	UO:0000022
DRON:00040011	CHEBI:9147	80.0	UO:0000022
DRON:00040011	DRON:00016889	500.0	UO:0000022
DRON:00040012	CHEBI:134972	75.0	UO:0000022
DRON:00040014	CHEBI:31293	130.0	UO:0000022
DRON:00040014	DRON:00018444	130.0	UO:0000022
DRON:00040015	DRON:00016544	64.8	UO:0000022
DRON:00040015	DRON:00018617	16.2	UO:0000022
DRON:00040016	CHEBI:17439	100.0	UO:0000022
DRON:00040017	DRON:00015618	1250.0	UO:0000022
DRON:00040019	CHEBI:51209	120.0	UO:0000022
DRON:00040019	CHEBI:5551	600.0	UO:0000022
DRON:00040022	CHEBI:27446	300.0	UO:0000022
DRON:00040023	CHEBI:2968	800.0	UO:0000022
DRON:00040031	CHEBI:28177	325.0	UO:0000022
DRON:00040034	DRON:00012121	469.0	UO:0000022
DRON:00040037	CHEBI:33130	80.0	UO:0000022
DRON:00040039	CHEBI:6775	500.0	UO:0000022
DRON:00040043	CHEBI:31981	5.0	UO:0000022
DRON:00040044	CHEBI:31981	10.0	UO:0000022
DRON:00040057	CHEBI:4489	500.0	UO:0000022
DRON:00040063	CHEBI:7573	100.0	UO:0000022
DRON:00040066	DRON:00016481	400.0	UO:0000022
DRON:00040067	CHEBI:34914	100.0	UO:0000022
DRON:00040074	DRON:00018284	300.0	UO:0000022
DRON:00040074	DRON:00018286	250.0	UO:0000022
DRON:00040075	CHEBI:31793	232.0	UO:0000022
DRON:00040075	CHEBI:3311	311.0	UO:0000022
DRON:00040083	CHEBI:27732	150.0	UO:0000022
DRON:00040087	CHEBI:4470	15.0	UO:0000022
DRON:00040087	CHEBI:46195	500.0	UO:0000022
DRON:00040089	CHEBI:50369	1.67	UO:0000022
DRON:00040098	CHEBI:31981	20.0	UO:0000022
DRON:00040099	DRON:00017955	850.0	UO:0000022
DRON:00040100	CHEBI:85146	300.0	UO:0000022
DRON:00040101	CHEBI:59119	5.0	UO:0000022
DRON:00040102	CHEBI:15365	325.0	UO:0000022
DRON:00040102	CHEBI:16714	8.0	UO:0000022
DRON:00040103	CHEBI:34914	30.0	UO:0000022
DRON:00040103	DRON:00012852	15.0	UO:0000022
DRON:00040104	CHEBI:34914	16.0	UO:0000022
DRON:00040104	DRON:00012852	8.0	UO:0000022
DRON:00040137	CHEBI:3077	1.0	UO:0000022
DRON:00040140	CHEBI:35149	385.0	UO:0000022
DRON:00040146	CHEBI:6909	500.0	UO:0000022
DRON:00040148	CHEBI:5551	200.0	UO:0000022
DRON:00040148	CHEBI:8104	25.0	UO:0000022
DRON:00040156	CHEBI:3380	6.25	UO:0000022
DRON:00040159	CHEBI:5779	5.0	UO:0000022
DRON:00040161	CHEBI:46195	500.0	UO:0000022
DRON:00040161	CHEBI:8104	18.8	UO:0000022
DRON:00040163	CHEBI:52010	8.0	UO:0000022
DRON:00040163	CHEBI:8104	50.0	UO:0000022
DRON:00040166	DRON:00015650	600.0	UO:0000022
DRON:00040167	DRON:00015650	200.0	UO:0000022
DRON:00040168	CHEBI:4489	100.0	UO:0000022
DRON:00040170	CHEBI:4489	341.0	UO:0000022
DRON:00040171	CHEBI:50369	1.6	UO:0000022
DRON:00040189	CHEBI:59120	10.0	UO:0000022
DRON:00040190	CHEBI:5123	2.0	UO:0000022
DRON:00040192	CHEBI:5551	200.0	UO:0000022
DRON:00040192	CHEBI:8104	37.5	UO:0000022
DRON:00040194	CHEBI:15356	750.0	UO:0000022
DRON:00040195	CHEBI:25017	600.0	UO:0000022
DRON:00040196	CHEBI:261649	262.0	UO:0000022
DRON:00040196	CHEBI:3311	350.0	UO:0000022
DRON:00040202	DRON:00018267	15.0	UO:0000022
DRON:00040205	CHEBI:4489	1250.0	UO:0000022
DRON:00040208	CHEBI:9147	160.0	UO:0000022
DRON:00040211	CHEBI:46195	325.0	UO:0000022
DRON:00040211	CHEBI:6761	400.0	UO:0000022
DRON:00040213	CHEBI:135652	5.0	UO:0000022
DRON:00040216	CHEBI:30441	100.0	UO:0000022
DRON:00040217	CHEBI:6909	500.0	UO:0000022
DRON:00040228	CHEBI:28966	50.0	UO:0000022
DRON:00040231	CHEBI:4470	30.0	UO:0000022
DRON:00040232	CHEBI:27470	1.0	UO:0000022
DRON:00040234	CHEBI:75832	45.0	UO:0000022
DRON:00040237	CHEBI:3311	250.0	UO:0000022
DRON:00040239	DRON:00018267	5.0	UO:0000022
DRON:00040240	DRON:00018267	25.0	UO:0000022
DRON:00040244	CHEBI:15354	200.0	UO:0000022
DRON:00040245	CHEBI:24848	400.0	UO:0000022
DRON:00040246	DRON:00011382	50.0	UO:0000022
DRON:00040247	DRON:00017031	650.0	UO:0000022
DRON:00040249	CHEBI:15940	500.0	UO:0000022
DRON:00040250	CHEBI:7916	500.0	UO:0000022
DRON:00040251	CHEBI:22652	850.0	UO:0000022
DRON:00040252	CHEBI:22652	400.0	UO:0000022
DRON:00040253	CHEBI:22652	550.0	UO:0000022
DRON:00040256	DRON:00017955	250.0	UO:0000022
DRON:00040257	DRON:00017955	550.0	UO:0000022
DRON:00040274	CHEBI:34749	50.0	UO:0000022
DRON:00040274	CHEBI:4903	0.05	UO:0000022
DRON:00040284	CHEBI:27732	65.0	UO:0000022
DRON:00040284	CHEBI:46195	325.0	UO:0000022
DRON:00040285	CHEBI:27732	65.0	UO:0000022
DRON:00040285	CHEBI:46195	325.0	UO:0000022
DRON:00040288	CHEBI:22652	450.0	UO:0000022
DRON:00040288	DRON:00017955	50.0	UO:0000022
DRON:00040289	CHEBI:24859	0.3	UO:0000022
DRON:00040290	CHEBI:34914	97.2	UO:0000022
DRON:00040290	DRON:00016544	32.4	UO:0000022
DRON:00040291	CHEBI:37585	330.0	UO:0000022
DRON:00040294	CHEBI:15365	325.0	UO:0000022
DRON:00040294	CHEBI:27732	16.2	UO:0000022
DRON:00040296	CHEBI:22652	867.0	UO:0000022
DRON:00040297	CHEBI:22652	250.0	UO:0000022
DRON:00040297	CHEBI:29708	50.0	UO:0000022
DRON:00040302	DRON:00012121	500.0	UO:0000022
DRON:00040303	CHEBI:22652	450.0	UO:0000022
DRON:00040303	CHEBI:29708	5.0	UO:0000022
DRON:00040306	CHEBI:31793	80.0	UO:0000022
DRON:00040306	CHEBI:3311	158.0	UO:0000022
DRON:00040307	DRON:00016321	600.0	UO:0000022
DRON:00040308	DRON:00012121	539.0	UO:0000022
DRON:00040309	DRON:00016321	435.0	UO:0000022
DRON:00040310	CHEBI:34914	100.0	UO:0000022
DRON:00040310	DRON:00016544	10.0	UO:0000022
DRON:00040313	CHEBI:17234	420.0	UO:0000022
DRON:00040313	CHEBI:27732	100.0	UO:0000022
DRON:00040318	CHEBI:15365	325.0	UO:0000022
DRON:00040318	CHEBI:27732	4.0	UO:0000022
DRON:00040327	DRON:00018284	840.0	UO:0000022
DRON:00040328	CHEBI:15365	325.0	UO:0000022
DRON:00040328	CHEBI:27732	65.0	UO:0000022
DRON:00040330	CHEBI:24859	0.12	UO:0000022
DRON:00040332	CHEBI:26948	100.0	UO:0000022
DRON:00040333	CHEBI:22652	33.3	UO:0000022
DRON:00040333	CHEBI:29708	33.3	UO:0000022
DRON:00040336	CHEBI:15365	325.0	UO:0000022
DRON:00040336	CHEBI:27732	15.0	UO:0000022
DRON:00040338	CHEBI:46195	325.0	UO:0000022
DRON:00040338	CHEBI:8104	12.5	UO:0000022
DRON:00040339	CHEBI:17015	100.0	UO:0000022
DRON:00040344	CHEBI:30563	500.0	UO:0000022
DRON:00040345	CHEBI:26948	20.0	UO:0000022
DRON:00040347	CHEBI:31793	100.0	UO:0000022
DRON:00040350	DRON:00016981	100.0	UO:0000022
DRON:00040355	CHEBI:15365	81.0	UO:0000022
DRON:00040355	CHEBI:27732	8.1	UO:0000022
DRON:00040364	DRON:00015618	400.0	UO:0000022
DRON:00040364	DRON:00017985	8.6	UO:0000022
DRON:00040365	CHEBI:61468	125.0	UO:0000022
DRON:00040374	CHEBI:131389	140.0	UO:0000022
DRON:00040378	CHEBI:271436	100.0	UO:0000022
DRON:00040379	CHEBI:15365	325.0	UO:0000022
DRON:00040379	CHEBI:8069	15.0	UO:0000022
DRON:00040384	CHEBI:45924	180.0	UO:0000022
DRON:00040384	CHEBI:9328	820.0	UO:0000022
DRON:00040387	CHEBI:15854	162.5	UO:0000022
DRON:00040388	CHEBI:50785	0.5	UO:0000022
DRON:00040388	CHEBI:6784	0.1	UO:0000022
DRON:00040389	CHEBI:52010	8.0	UO:0000022
DRON:00040389	CHEBI:8093	40.0	UO:0000022
DRON:00040390	CHEBI:8069	20.0	UO:0000022
DRON:00040390	DRON:00014399	20.0	UO:0000022
DRON:00040396	CHEBI:6784	0.075	UO:0000022
DRON:00040396	CHEBI:7627	5.0	UO:0000022
DRON:00040397	CHEBI:15354	300.0	UO:0000022
DRON:00040397	DRON:00012598	5.0	UO:0000022
DRON:00040398	CHEBI:31607	300.0	UO:0000022
DRON:00040400	DRON:00011492	75.0	UO:0000022
DRON:00040401	DRON:00011492	150.0	UO:0000022
DRON:00040402	DRON:00011492	300.0	UO:0000022
DRON:00040411	CHEBI:6872	50.0	UO:0000022
DRON:00040418	CHEBI:3750	1000.0	UO:0000022
DRON:00040419	CHEBI:9123	50.0	UO:0000022
DRON:00040420	CHEBI:9123	100.0	UO:0000022
DRON:00040421	CHEBI:9334	10.0	UO:0000022
DRON:00040422	CHEBI:9334	100.0	UO:0000022
DRON:00040423	CHEBI:9334	100.0	UO:0000022
DRON:00040424	CHEBI:94314	150.0	UO:0000022
DRON:00040425	CHEBI:94314	300.0	UO:0000022
DRON:00040428	CHEBI:63580	200.0	UO:0000022
DRON:00040433	DRON:00017152	500.0	UO:0000022
DRON:00040434	DRON:00014833	300.0	UO:0000022
DRON:00040435	CHEBI:5551	600.0	UO:0000022
DRON:00040435	CHEBI:8104	37.5	UO:0000022
DRON:00040451	CHEBI:82365	630.0	UO:0000022
DRON:00040454	CHEBI:135756	3.0	UO:0000022
DRON:00040455	CHEBI:135756	6.0	UO:0000022
DRON:00040456	CHEBI:135756	12.0	UO:0000022
DRON:00040457	CHEBI:135756	24.0	UO:0000022
DRON:00040458	CHEBI:61995	210.0	UO:0000022
DRON:00040460	CHEBI:9334	1.0	UO:0000022
DRON:00040464	CHEBI:61468	160.0	UO:0000022
DRON:00040467	CHEBI:8654	35.0	UO:0000022
DRON:00040468	CHEBI:35149	300.0	UO:0000022
DRON:00040471	CHEBI:22652	60.0	UO:0000022
DRON:00040471	CHEBI:29708	6.4	UO:0000022
DRON:00040472	DRON:00017955	550.0	UO:0000022
DRON:00040473	CHEBI:22652	800.0	UO:0000022
DRON:00040480	CHEBI:16199	330.0	UO:0000022
DRON:00040481	CHEBI:17698	500.0	UO:0000022
DRON:00040482	CHEBI:34683	330.0	UO:0000022
DRON:00040484	CHEBI:5551	600.0	UO:0000022
DRON:00040484	CHEBI:8093	40.0	UO:0000022
DRON:00040492	CHEBI:63629	6.0	UO:0000022
DRON:00040493	CHEBI:2668	2.5	UO:0000022
DRON:00040493	CHEBI:3011	5.0	UO:0000022
DRON:00040494	DRON:00018889	1000.0	UO:0000022
DRON:00040497	CHEBI:17234	4000.0	UO:0000022
DRON:00040497	CHEBI:22652	6.0	UO:0000022
DRON:00040502	CHEBI:6824	325.0	UO:0000022
DRON:00040503	DRON:00016889	400.0	UO:0000022
DRON:00040507	CHEBI:34665	20.0	UO:0000022
DRON:00040509	CHEBI:6504	200.0	UO:0000022
DRON:00040511	CHEBI:135662	1.0	UO:0000022
DRON:00040512	CHEBI:4903	0.01	UO:0000022
DRON:00040516	CHEBI:10112	200.0	UO:0000022
DRON:00040517	DRON:00018284	340.0	UO:0000022
DRON:00040523	CHEBI:107736	20.0	UO:0000022
DRON:00040528	CHEBI:24859	0.225	UO:0000022
DRON:00040529	CHEBI:15356	500.0	UO:0000022
DRON:00040530	CHEBI:17126	250.0	UO:0000022
DRON:00040531	CHEBI:3311	200.0	UO:0000022
DRON:00040532	CHEBI:31608	40.0	UO:0000022
DRON:00040533	CHEBI:4489	400.0	UO:0000022
DRON:00040539	CHEBI:6128	10.0	UO:0000022
DRON:00040540	CHEBI:6128	20.0	UO:0000022
DRON:00040541	CHEBI:6128	5.0	UO:0000022
DRON:00040545	CHEBI:51364	10.0	UO:0000022
DRON:00040546	CHEBI:51364	25.0	UO:0000022
DRON:00040547	CHEBI:51364	40.0	UO:0000022
DRON:00040548	CHEBI:22652	15.0	UO:0000022
DRON:00040549	CHEBI:22652	500.0	UO:0000022
DRON:00040549	DRON:00017955	50.0	UO:0000022
DRON:00040550	CHEBI:22652	500.0	UO:0000022
DRON:00040550	DRON:00017955	50.0	UO:0000022
DRON:00040551	CHEBI:190513	350.0	UO:0000022
DRON:00040552	CHEBI:22652	700.0	UO:0000022
DRON:00040555	CHEBI:26948	500.0	UO:0000022
DRON:00040556	DRON:00017761	100.0	UO:0000022
DRON:00040557	CHEBI:3311	400.0	UO:0000022
DRON:00040560	CHEBI:17579	6.0	UO:0000022
DRON:00040561	DRON:00018267	10.0	UO:0000022
DRON:00040562	CHEBI:15354	250.0	UO:0000022
DRON:00040562	CHEBI:24848	250.0	UO:0000022
DRON:00040563	CHEBI:15354	350.0	UO:0000022
DRON:00040566	CHEBI:30441	150.0	UO:0000022
DRON:00040567	CHEBI:23414	25.0	UO:0000022
DRON:00040570	CHEBI:64746	99.0	UO:0000022
DRON:00040571	CHEBI:7916	100.0	UO:0000022
DRON:00040574	CHEBI:24859	0.05	UO:0000022
DRON:00040575	CHEBI:31607	18.0	UO:0000022
DRON:00040577	CHEBI:29708	30.0	UO:0000022
DRON:00040580	CHEBI:3311	750.0	UO:0000022
DRON:00040580	CHEBI:35149	64.0	UO:0000022
DRON:00040583	CHEBI:261649	300.0	UO:0000022
DRON:00040583	CHEBI:3311	350.0	UO:0000022
DRON:00040585	DRON:00017955	105.0	UO:0000022
DRON:00040586	CHEBI:33130	160.0	UO:0000022
DRON:00040587	CHEBI:31793	40.0	UO:0000022
DRON:00040588	CHEBI:27470	0.4	UO:0000022
DRON:00040588	CHEBI:75832	50.0	UO:0000022
DRON:00040591	CHEBI:24859	0.15	UO:0000022
DRON:00040591	CHEBI:8346	0.75	UO:0000022
DRON:00040592	CHEBI:34914	75.0	UO:0000022
DRON:00040592	DRON:00017985	40.0	UO:0000022
DRON:00040601	CHEBI:7444	60.0	UO:0000022
DRON:00040602	CHEBI:15365	325.0	UO:0000022
DRON:00040602	CHEBI:8104	12.5	UO:0000022
DRON:00040603	CHEBI:9147	45.0	UO:0000022
DRON:00040603	DRON:00016889	140.0	UO:0000022
DRON:00040605	CHEBI:3311	150.0	UO:0000022
DRON:00040605	CHEBI:63018	800.0	UO:0000022
DRON:00040614	CHEBI:16714	100.0	UO:0000022
DRON:00040615	CHEBI:16714	150.0	UO:0000022
DRON:00040616	CHEBI:16714	200.0	UO:0000022
DRON:00040620	CHEBI:116735	3.0	UO:0000022
DRON:00040629	CHEBI:31793	80.0	UO:0000022
DRON:00040629	CHEBI:3311	680.0	UO:0000022
DRON:00040630	CHEBI:15365	500.0	UO:0000022
DRON:00040630	CHEBI:27732	40.0	UO:0000022
DRON:00040631	CHEBI:6874	0.125	UO:0000022
DRON:00040632	CHEBI:6931	15.0	UO:0000022
DRON:00040633	CHEBI:7565	33.0	UO:0000022
DRON:00040634	CHEBI:3479	500.0	UO:0000022
DRON:00040636	CHEBI:5118	20.0	UO:0000022
DRON:00040637	CHEBI:44445	200.0	UO:0000022
DRON:00040638	CHEBI:33130	233.0	UO:0000022
DRON:00040642	CHEBI:6129	20.0	UO:0000022
DRON:00040643	CHEBI:27470	0.5	UO:0000022
DRON:00040643	CHEBI:75832	150.0	UO:0000022
DRON:00040644	CHEBI:47426	25.0	UO:0000022
DRON:00040645	CHEBI:51209	45.0	UO:0000022
DRON:00040645	CHEBI:5551	600.0	UO:0000022
DRON:00040646	CHEBI:8687	100.0	UO:0000022
DRON:00040647	CHEBI:2955	500.0	UO:0000022
DRON:00040648	CHEBI:47426	50.0	UO:0000022
DRON:00040649	DRON:00018889	300.0	UO:0000022
DRON:00040650	CHEBI:15365	100.0	UO:0000022
DRON:00040650	CHEBI:4653	100.0	UO:0000022
DRON:00040651	CHEBI:28527	300.0	UO:0000022
DRON:00040654	CHEBI:2666	25.0	UO:0000022
DRON:00040655	CHEBI:52010	2.5	UO:0000022
DRON:00040655	CHEBI:5779	5.0	UO:0000022
DRON:00040656	CHEBI:7953	50.0	UO:0000022
DRON:00040657	CHEBI:76200	125.0	UO:0000022
DRON:00040658	CHEBI:9147	200.0	UO:0000022
DRON:00040659	CHEBI:135590	30.0	UO:0000022
DRON:00040659	CHEBI:2676	500.0	UO:0000022
DRON:00040660	CHEBI:6532	2.0	UO:0000022
DRON:00040660	CHEBI:7507	250.0	UO:0000022
DRON:00040662	CHEBI:9147	150.0	UO:0000022
DRON:00040662	DRON:00018284	200.0	UO:0000022
DRON:00040663	CHEBI:135573	8.0	UO:0000022
DRON:00040666	DRON:00011544	10.0	UO:0000022
DRON:00040667	CHEBI:76263	300.0	UO:0000022
DRON:00040668	CHEBI:16794	10.0	UO:0000022
DRON:00040668	CHEBI:46195	500.0	UO:0000022
DRON:00040669	CHEBI:135573	40.0	UO:0000022
DRON:00040670	CHEBI:31302	1.5	UO:0000022
DRON:00040670	DRON:00016028	100.0	UO:0000022
DRON:00040671	CHEBI:50785	8.0	UO:0000022
DRON:00040671	CHEBI:8716	5.0	UO:0000022
DRON:00040672	CHEBI:7565	10.0	UO:0000022
DRON:00040673	CHEBI:77032	8.0	UO:0000022
DRON:00040674	CHEBI:4903	0.2	UO:0000022
DRON:00040674	CHEBI:6443	2.0	UO:0000022
DRON:00040675	CHEBI:2676	250.0	UO:0000022
DRON:00040675	CHEBI:9321	250.0	UO:0000022
DRON:00040676	CHEBI:44445	200.0	UO:0000022
DRON:00040676	CHEBI:7789	75.0	UO:0000022
DRON:00040677	CHEBI:2676	500.0	UO:0000022
DRON:00040677	CHEBI:9321	250.0	UO:0000022
DRON:00040679	CHEBI:28775	500.0	UO:0000022
DRON:00040680	CHEBI:63627	200.0	UO:0000022
DRON:00040680	CHEBI:6704	200.0	UO:0000022
DRON:00040681	CHEBI:59912	0.8	UO:0000022
DRON:00040681	DRON:00013524	80.0	UO:0000022
DRON:00040682	CHEBI:3419	350.0	UO:0000022
DRON:00040682	CHEBI:8249	10.0	UO:0000022
DRON:00040683	CHEBI:135573	4.0	UO:0000022
DRON:00040684	CHEBI:3419	250.0	UO:0000022
DRON:00040684	CHEBI:8249	10.0	UO:0000022
DRON:00040685	CHEBI:49575	3.5	UO:0000022
DRON:00040685	CHEBI:6043	2.5	UO:0000022
DRON:00040687	CHEBI:31687	30.0	UO:0000022
DRON:00040689	CHEBI:3655	250.0	UO:0000022
DRON:00040689	CHEBI:5855	400.0	UO:0000022
DRON:00040690	CHEBI:50841	5.0	UO:0000022
DRON:00040691	CHEBI:50841	25.0	UO:0000022
DRON:00040692	CHEBI:50841	50.0	UO:0000022
DRON:00040694	CHEBI:3655	250.0	UO:0000022
DRON:00040694	CHEBI:46195	500.0	UO:0000022
DRON:00040695	CHEBI:46195	325.0	UO:0000022
DRON:00040695	DRON:00017590	50.0	UO:0000022
DRON:00040699	CHEBI:3419	300.0	UO:0000022
DRON:00040699	CHEBI:8249	10.0	UO:0000022
DRON:00040700	CHEBI:33130	305.0	UO:0000022
DRON:00040700	CHEBI:35149	83.4	UO:0000022
DRON:00040703	CHEBI:9147	250.0	UO:0000022
DRON:00040705	CHEBI:6704	200.0	UO:0000022
DRON:00040707	CHEBI:34749	40.0	UO:0000022
DRON:00040707	CHEBI:4903	0.04	UO:0000022
DRON:00040714	CHEBI:135600	100.0	UO:0000022
DRON:00040715	CHEBI:3311	625.0	UO:0000022
DRON:00040715	DRON:00017922	57.0	UO:0000022
DRON:00040721	CHEBI:31424	40.0	UO:0000022
DRON:00040723	CHEBI:31790	2.5	UO:0000022
DRON:00040723	CHEBI:4903	0.05	UO:0000022
DRON:00040725	CHEBI:3112	4.0	UO:0000022
DRON:00040726	CHEBI:31515	10.0	UO:0000022
DRON:00040726	CHEBI:8776	150.0	UO:0000022
DRON:00040728	CHEBI:22868	100.0	UO:0000022
DRON:00040728	DRON:00016531	200.0	UO:0000022
DRON:00040729	CHEBI:23965	2.0	UO:0000022
DRON:00040729	CHEBI:6715	5.0	UO:0000022
DRON:00040730	CHEBI:4903	0.035	UO:0000022
DRON:00040730	CHEBI:50742	2.0	UO:0000022
DRON:00040731	CHEBI:3311	800.0	UO:0000022
DRON:00040731	DRON:00017111	5230.0	UO:0000022
DRON:00040733	CHEBI:4902	30.0	UO:0000022
DRON:00040738	CHEBI:50867	100.0	UO:0000022
DRON:00040742	CHEBI:27446	320.0	UO:0000022
